City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
375,Meulaboh,4.1363,96.1285,79.99,73,100,2.48,overcast clouds
376,Nha Trang,12.25,109.1833,84.2,86,100,0.96,overcast clouds
377,Saint-Francois,46.4154,3.9054,60.24,88,20,2.3,few clouds
378,Mumbwa,-14.9783,27.0619,62.53,59,100,4.88,overcast clouds
379,Presidencia Roque Saenz Pena,-26.7852,-60.4388,71.31,56,100,6.26,overcast clouds
380,Tombouctou,20.0,-3.0,87.19,49,62,11.12,broken clouds
381,Olafsvik,64.8945,-23.7142,50.25,71,80,7.56,broken clouds
382,Kaitangata,-46.2817,169.8464,45.68,75,93,8.37,overcast clouds
383,Zhigansk,66.7697,123.3711,53.31,67,100,9.62,overcast clouds
384,Baykit,61.67,96.37,65.59,60,35,4.16,scattered clouds
385,Makat,47.6469,53.3463,72.86,47,100,7.11,overcast clouds
386,Kununurra,-15.7667,128.7333,82.38,21,6,10.36,clear sky
387,Dali,25.7,100.1833,64.02,93,100,2.71,overcast clouds
388,Harper,4.375,-7.7169,74.32,71,100,8.84,overcast clouds
389,Borcea,44.3333,27.75,71.89,46,0,6.51,clear sky
390,Belmonte,-15.8631,-38.8828,70.86,84,12,7.52,few clouds
391,Ust-Kuyga,70.0167,135.6,59.94,47,0,11.65,clear sky
392,Acari,-15.4311,-74.6158,63.79,77,92,2.66,overcast clouds
393,Devils Lake,48.1128,-98.8651,75.18,64,20,14.97,few clouds
394,Okhotsk,59.3833,143.3,62.44,83,99,5.97,overcast clouds
395,Lander,42.833,-108.7307,91.8,9,0,10.36,clear sky
396,Doha,25.2867,51.5333,94.89,68,0,8.05,clear sky
397,Longyearbyen,78.2186,15.6401,51.64,82,75,11.5,broken clouds
398,Volot,57.9278,30.7025,59.32,75,5,10.76,clear sky
399,Dolinsk,47.35,142.8,59.74,83,100,6.42,overcast clouds
400,Ancud,-41.8697,-73.8203,40.23,64,32,9.82,scattered clouds
401,Lakes Entrance,-37.8811,147.981,55.87,65,17,9.64,few clouds
402,Arman,59.7,150.1667,79.02,73,44,5.77,scattered clouds
403,Sibu,2.3,111.8167,82.71,78,20,5.01,few clouds
404,Shieli,44.1667,66.75,93.16,19,0,4.38,clear sky
405,Sovetskoye,52.2861,85.4131,64.8,53,100,3.91,overcast clouds
406,Eyl,7.9803,49.8164,74.19,75,13,14.5,few clouds
407,Howard,39.2504,-76.933,84.94,77,0,8.55,clear sky
408,Jackson,42.4165,-122.8345,99.05,19,0,11.5,clear sky
409,Blenheim,-41.516,173.9528,49.71,68,100,10.4,overcast clouds
410,Mortka,59.3322,66.0214,60.26,94,100,4.14,overcast clouds
411,Oksfjord,70.2396,22.3479,60.98,80,58,4.18,broken clouds
412,Zhicheng,30.2956,111.5047,78.71,87,100,2.53,overcast clouds
413,Fairbanks,64.8378,-147.7164,69.76,47,75,12.66,broken clouds
414,Khani,41.9563,42.9566,58.57,98,100,0.92,overcast clouds
415,Delta,5.5,6.0,71.6,84,100,3.09,overcast clouds
416,Port-Cartier,50.0334,-66.8654,71.28,64,0,6.44,clear sky
417,Santa Lucia,27.9117,-15.5407,69.12,61,0,28.77,clear sky
418,Zabolotiv,48.4705,25.2857,63.5,77,98,5.08,overcast clouds
419,Saalfeld,50.65,11.3667,72.72,88,100,3.85,overcast clouds
420,Ibotirama,-12.1853,-43.2206,72.46,60,15,5.35,few clouds
421,Salamina,37.9643,23.4965,79.77,38,0,11.5,clear sky
422,Russell,32.3502,-85.1999,83.43,76,100,7.54,overcast clouds
423,Norman Wells,65.282,-126.8329,75.24,35,75,8.05,broken clouds
424,Soyo,-6.1349,12.3689,68.74,94,9,6.11,clear sky
425,Linguere,15.3953,-15.1193,80.08,76,99,10.83,moderate rain
426,Alexander City,32.944,-85.9539,85.5,83,0,3.44,clear sky
427,Burns Lake,54.2331,-125.7533,76.42,35,42,6.44,scattered clouds
428,Jacareacanga,-6.2222,-57.7528,78.75,54,81,0.51,broken clouds
429,Ushtobe,45.2514,77.9838,82.33,15,0,4.05,clear sky
430,Necochea,-38.5473,-58.7368,56.46,59,0,17.72,clear sky
431,Poum,-20.2333,164.0167,78.08,80,67,18.61,broken clouds
432,Porto Novo,6.4965,2.6036,76.82,78,100,5.57,overcast clouds
433,Clyde River,70.4692,-68.5914,37.63,100,100,9.22,light rain
434,Abu Dhabi,24.4667,54.3667,93.31,58,0,4.61,clear sky
435,Lavrentiya,65.5833,-171.0,41.79,71,100,22.53,overcast clouds
436,Sola,-13.8833,167.55,81.41,78,14,18.16,few clouds
437,Mpika,-11.8343,31.4529,55.62,73,56,7.99,broken clouds
438,Jaciara,-15.9653,-54.9683,71.37,38,6,1.66,clear sky
439,Matay,28.419,30.7792,76.91,54,2,14.52,clear sky
440,Luwingu,-10.2621,29.9271,54.36,77,26,4.56,scattered clouds
441,Northam,51.0333,-4.2167,60.39,90,2,12.44,clear sky
442,Dobra,44.7833,25.7167,74.75,40,0,6.02,clear sky
443,Sekoma,-24.4,23.8833,52.02,71,38,6.58,scattered clouds
444,Araouane,18.9048,-3.5265,86.4,50,13,1.81,light rain
445,Voznesenskoye,54.89,42.7569,52.47,98,82,3.29,broken clouds
446,Eydhafushi,5.1033,73.0708,81.54,73,100,18.99,light rain
447,Orlik,52.5178,99.825,59.27,58,85,1.28,overcast clouds
448,Solnechnyy,50.7214,136.6319,58.35,97,100,5.17,overcast clouds
449,Bonthe,7.5264,-12.505,74.44,90,100,10.58,light rain
450,Verkhnetulomskiy,68.6073,31.7962,53.73,89,57,1.48,broken clouds
451,Bilibino,68.0546,166.4372,55.74,31,34,8.41,scattered clouds
452,Moose Factory,51.2585,-80.6094,68.0,77,75,14.97,haze
453,Toora-Khem,52.4675,96.11,63.45,50,3,2.84,clear sky
454,Vila,42.0304,-8.1588,58.69,81,0,4.63,clear sky
455,Kautokeino,69.0125,23.0412,51.8,87,74,6.62,broken clouds
456,Lorengau,-2.0226,147.2712,84.56,67,77,4.94,heavy intensity rain
457,El Campo,29.1966,-96.2697,85.98,66,0,11.5,clear sky
458,Alugan,12.2188,125.4808,84.54,75,100,5.86,moderate rain
459,Piet Retief,-27.0071,30.8132,45.43,96,8,2.48,clear sky
460,Kencong,-8.2833,113.3667,78.4,74,33,4.23,scattered clouds
461,Tiarei,-17.5333,-149.3333,80.01,73,8,11.14,clear sky
462,Lata,40.1629,-8.3327,59.67,86,0,2.46,clear sky
463,Araci,-11.3333,-38.9667,65.37,84,25,6.91,scattered clouds
464,Goiatuba,-18.0125,-49.3547,65.7,45,2,6.93,clear sky
465,San Felipe,10.3399,-68.7425,71.47,96,66,2.42,broken clouds
466,Pangnirtung,66.1451,-65.7125,45.52,87,100,0.78,overcast clouds
467,Ust-Barguzin,53.45,108.9833,59.27,77,74,2.48,broken clouds
468,Bongandanga,1.5,21.05,69.69,98,95,1.68,light rain
469,Odweyne,9.4092,45.064,68.27,65,91,19.39,overcast clouds
470,Padang,-0.9492,100.3543,77.05,70,48,1.1,light rain
471,Shahr-E Babak,30.1165,55.1186,74.17,16,0,4.27,clear sky
472,Acapulco,16.8634,-99.8901,84.02,84,100,12.66,overcast clouds
473,Namibe,-15.1961,12.1522,63.23,74,0,7.83,clear sky
474,Kutum,14.2,24.6667,72.82,67,38,7.31,scattered clouds
475,Portland,45.5234,-122.6762,93.61,36,20,10.36,few clouds
476,Nageshwari,25.9377,89.7148,81.66,84,100,4.74,overcast clouds
477,Ileza,61.0533,43.9002,51.8,94,12,2.46,few clouds
478,Brae,60.3964,-1.353,52.18,82,93,18.14,overcast clouds
479,Kiunga,-6.1219,141.2906,74.48,98,100,1.1,overcast clouds
480,Campbellton,48.0075,-66.6727,70.25,72,35,4.7,scattered clouds
481,Canchungo,12.0672,-16.0333,75.33,93,100,4.16,overcast clouds
482,Omboue,-1.5746,9.2618,71.89,87,100,6.58,overcast clouds
483,Kawalu,-7.3817,108.2082,73.89,88,91,2.73,overcast clouds
484,Letpadan,17.7833,95.75,81.57,85,100,1.05,overcast clouds
485,Inta,66.0317,60.1659,62.76,60,75,5.93,broken clouds
486,Milledgeville,33.0801,-83.2321,82.54,83,0,4.61,clear sky
487,Nemuro,43.3236,145.575,60.04,87,65,8.55,broken clouds
488,Lola,7.8,-8.5333,67.26,98,100,3.76,light rain
489,Quatre Cocos,-20.2078,57.7625,66.31,71,91,20.65,light rain
490,Velasco Ibarra,-1.05,-79.6167,73.62,87,68,4.07,light rain
491,Kukuna,9.4,-12.6667,73.0,98,100,3.56,light rain
492,Meadow Lake,34.8014,-106.5436,94.44,51,67,26.26,broken clouds
493,Maldonado,-34.6667,-54.9167,60.22,95,79,9.04,broken clouds
494,North Bend,43.4065,-124.2243,72.25,85,100,12.66,overcast clouds
495,Axim,4.8699,-2.2405,72.64,76,7,7.43,clear sky
496,Carbonia,39.1672,8.5222,76.01,57,0,3.0,clear sky
497,Flinders,-34.5833,150.8552,59.18,88,89,5.99,overcast clouds
498,Sao Joao Da Barra,-21.6403,-41.0511,67.32,94,1,7.11,clear sky
499,Boma,7.0805,-2.1697,65.88,93,99,2.15,overcast clouds
500,Amga,60.8953,131.9608,80.91,46,100,9.57,overcast clouds
501,Sur,22.5667,59.5289,83.39,77,100,12.21,overcast clouds
502,Salta,-24.7859,-65.4117,55.99,71,40,4.61,scattered clouds
503,Karak,31.1667,35.75,65.89,61,0,10.29,clear sky
504,Dakar,14.6937,-17.4441,79.68,81,100,13.69,overcast clouds
505,Merauke,-8.4667,140.3333,80.64,77,100,12.77,overcast clouds
506,Juneau,58.3019,-134.4197,53.22,95,100,11.5,light rain
507,Natal,-5.795,-35.2094,75.42,94,75,4.61,broken clouds
508,Bac Lieu,9.285,105.7244,79.09,83,100,3.02,moderate rain
509,Vyazemskiy,47.5378,134.7525,74.86,68,55,7.63,broken clouds
510,Kashi,39.4547,75.9797,76.21,22,0,6.71,clear sky
511,Paita,-5.0892,-81.1144,63.3,83,22,14.27,few clouds
512,Vilyuysk,63.7553,121.6247,70.99,75,100,3.87,overcast clouds
513,Thinadhoo,0.5333,72.9333,80.74,74,100,4.63,overcast clouds
514,Pahasu,28.1833,78.05,82.47,73,100,8.97,overcast clouds
515,Sisimiut,66.9395,-53.6735,49.98,88,100,8.39,light rain
516,Wembley,-31.9333,115.8,57.2,96,100,3.44,overcast clouds
517,Shimoda,34.6667,138.95,80.96,74,66,7.81,broken clouds
518,Cabedelo,-6.9811,-34.8339,74.07,88,92,10.4,overcast clouds
519,Sorong,-0.8833,131.25,85.19,65,19,8.52,few clouds
520,Villa Rica,33.7321,-84.9191,85.39,80,97,5.5,overcast clouds
521,Angoche,-16.2325,39.9086,66.56,82,0,1.41,clear sky
522,Dothan,31.2232,-85.3905,79.86,93,0,6.91,clear sky
523,Rosita,13.9268,-84.4032,73.62,90,74,2.08,broken clouds
524,Fortuna,40.5982,-124.1573,61.93,80,6,4.0,clear sky
525,Thaton,16.9206,97.3714,80.74,84,100,3.94,overcast clouds
526,Mnogovershinnyy,53.9353,139.9242,64.35,66,99,6.96,overcast clouds
527,Turayf,31.6725,38.6637,77.25,50,0,11.5,clear sky
528,San Cristobal,7.7669,-72.225,75.38,98,51,3.98,broken clouds
529,Xining,36.6167,101.7667,52.39,97,100,4.94,overcast clouds
530,Ojinaga,29.5667,-104.4167,106.75,20,0,16.11,clear sky
531,Barcelos,41.5388,-8.6151,68.85,76,0,1.43,clear sky
532,Palmer,42.1584,-72.3287,83.07,74,0,5.12,clear sky
533,Jodhpur,26.2867,73.03,82.22,79,70,19.8,broken clouds
534,Seoul,37.5683,126.9778,72.97,91,75,11.5,light rain
535,Westport,41.1415,-73.3579,83.62,68,0,5.75,clear sky
536,Siyabuswa,-25.1132,29.0445,56.32,70,84,3.22,broken clouds
537,Filingue,14.3521,3.3168,84.51,58,89,13.76,overcast clouds
538,Vidim,56.4088,103.1106,68.41,54,48,3.49,scattered clouds
539,Tessalit,20.1986,1.0114,79.77,60,81,19.93,broken clouds
540,Pingzhuang,42.0372,119.2889,77.95,60,96,9.08,overcast clouds
541,Shelburne,44.0787,-80.2041,72.36,83,1,15.84,clear sky
542,Coahuayana,18.7333,-103.6833,81.05,90,13,2.08,few clouds
543,Peleduy,59.6289,112.7406,63.34,83,100,6.55,overcast clouds
544,Ulma,48.3984,9.9916,66.09,94,89,5.55,overcast clouds
545,Croy,46.6946,6.4772,66.96,80,70,2.57,broken clouds
546,Salalah,17.0151,54.0924,75.29,100,100,6.91,drizzle
547,Marang,5.2056,103.2059,78.71,78,81,3.4,broken clouds
548,Honningsvag,70.9821,25.9704,58.75,77,100,14.97,overcast clouds
549,Boende,-0.2167,20.8667,72.12,91,36,1.9,scattered clouds
550,Kushima,31.4583,131.2333,88.77,69,100,12.01,overcast clouds
551,Erzin,36.9559,36.2,74.39,77,0,2.44,clear sky
552,Kavieng,-2.5744,150.7967,82.9,76,97,11.56,light rain
553,Moratuwa,6.773,79.8816,78.82,86,64,10.29,broken clouds
554,Chapais,49.7834,-74.8492,67.78,84,100,6.96,overcast clouds
555,Ahuimanu,21.4447,-157.8378,85.71,68,75,16.11,shower rain
556,Prainha,-1.8,-53.48,73.78,94,66,2.86,broken clouds
557,Yarada,17.65,83.2667,82.72,83,40,4.61,mist
558,Rio Bueno,-40.3167,-72.9667,42.94,92,98,1.01,overcast clouds
559,Atyrau,47.1167,51.8833,68.02,83,75,2.24,light intensity shower rain
560,Pilar,-9.5972,-35.9567,75.13,94,98,4.29,overcast clouds
561,Bulungu,-4.55,18.6,73.02,72,10,2.01,clear sky
562,Missoula,47.0166,-113.8009,82.8,22,0,10.87,clear sky
563,Goroka,-6.0834,145.3873,70.61,79,90,2.33,overcast clouds
564,Ngunguru,-35.6167,174.5,55.65,74,20,17.6,few clouds
565,Urusha,54.05,122.9,70.05,74,100,4.81,overcast clouds
566,Hellvik,59.9156,5.781,58.77,93,100,4.0,overcast clouds
567,Griffith,41.5284,-87.4237,82.06,63,40,14.97,scattered clouds
568,Awjilah,29.1081,21.2869,72.27,48,0,11.01,clear sky
569,Koslan,63.4564,48.8989,61.48,82,5,3.6,clear sky
570,Kochi,9.9399,76.2602,77.02,87,92,9.31,overcast clouds
571,Port Hardy,50.6996,-127.4199,62.78,72,0,13.8,clear sky
572,Getulio Vargas,-32.6796,-53.5494,60.44,95,80,6.26,broken clouds
573,Sciacca,37.5082,13.0881,80.02,67,0,0.27,clear sky
574,Pulandian,39.3953,121.9669,71.38,84,99,2.73,overcast clouds
575,Plettenberg Bay,-34.0527,23.3716,52.07,85,0,5.66,clear sky
576,Kudahuvadhoo,2.6708,72.8944,80.51,75,100,13.71,moderate rain
577,Urucara,-2.5364,-57.76,74.39,97,100,1.86,overcast clouds
578,Kozhva,65.1073,57.0459,62.62,61,3,4.52,clear sky
579,Fredericksburg,38.3032,-77.4605,84.0,77,0,1.01,clear sky
580,Avera,33.194,-82.5271,81.55,80,100,9.64,overcast clouds
581,Sulangan,11.1373,123.7228,84.81,68,100,0.51,overcast clouds
582,Impfondo,1.6381,18.0667,70.65,98,95,0.94,light rain
583,Micomeseng,2.1462,10.6164,67.08,97,100,2.44,overcast clouds
584,Neenah,44.1858,-88.4626,75.45,77,40,14.97,scattered clouds
585,Alice Springs,-23.7,133.8833,51.35,40,13,12.66,few clouds
586,Goderich,43.7501,-81.7165,74.91,83,9,8.05,clear sky
587,Bluefield,37.2698,-81.2223,75.76,73,40,4.61,scattered clouds
588,Duluth,46.7833,-92.1066,81.07,54,0,13.8,clear sky
589,Saint-Denis,48.9167,2.3333,67.1,85,40,3.44,scattered clouds
590,Castanos,26.7833,-101.4167,98.35,28,60,3.78,broken clouds
591,Tuatapere,-46.1333,167.6833,46.45,79,100,4.72,overcast clouds
592,Lar,26.2039,83.9717,81.18,82,100,8.48,overcast clouds
593,Woodward,36.4337,-99.3904,91.96,34,0,8.05,clear sky
594,General Roca,-39.0333,-67.5833,55.62,65,4,13.27,clear sky
595,Kulhudhuffushi,6.6221,73.07,81.5,74,100,20.38,overcast clouds
596,Ayorou,14.7308,0.9174,84.33,58,63,13.82,broken clouds
597,Adrar,20.5022,-10.0711,87.94,34,60,8.77,broken clouds
598,Kamaishi,39.2667,141.8833,76.59,79,100,4.09,overcast clouds
599,Gizycko,54.0381,21.7644,58.33,81,0,3.11,clear sky
600,Kangalassy,62.3464,129.9628,78.73,52,97,10.02,light rain
601,Sabinas Hidalgo,26.5,-100.1667,92.84,39,0,17.25,clear sky
602,Veraval,20.9,70.3667,80.96,87,100,15.93,overcast clouds
603,Constitucion,-35.3333,-72.4167,50.74,90,2,5.66,clear sky
604,Shache,38.4167,77.2406,76.71,16,0,4.34,clear sky
605,Port-Gentil,-0.7193,8.7815,73.96,85,100,11.39,overcast clouds
606,Tselinnoye,53.0833,85.6667,62.58,63,100,6.85,overcast clouds
607,Olinda,-8.0089,-34.8553,73.13,88,75,14.97,mist
608,Pangai,-19.8,-174.35,80.71,78,20,16.11,few clouds
609,Laguna,38.421,-121.4238,103.14,19,0,10.36,clear sky
610,Kinsale,51.7075,-8.5306,56.23,82,75,10.36,broken clouds
611,Sirjan,29.452,55.6814,76.98,19,0,2.91,clear sky
612,Tamano,34.4833,133.95,86.88,77,73,7.65,broken clouds
613,Dibulla,11.2725,-73.3091,77.38,91,56,5.03,broken clouds
614,Tiznit,29.5833,-9.5,89.11,21,86,5.88,overcast clouds
615,Ekhabi,53.5102,142.9671,58.1,89,100,11.7,overcast clouds
616,Port Hawkesbury,45.6169,-61.3485,68.18,85,0,9.22,clear sky
617,Kimbe,-5.5502,150.1429,87.37,61,98,6.2,overcast clouds
618,Jiuquan,39.7432,98.5174,65.48,38,100,12.41,overcast clouds
619,Senno,59.5336,33.9167,60.26,98,41,7.67,scattered clouds
620,Rocha,-34.4833,-54.3333,59.05,95,89,10.38,overcast clouds
621,Buin,-33.7333,-70.75,55.74,71,0,3.6,clear sky
622,Kochki,54.3358,80.4806,66.81,70,58,10.87,broken clouds
623,Monrovia,6.3005,-10.7969,75.34,79,100,11.99,overcast clouds
624,Imeni Poliny Osipenko,52.4201,136.4853,56.57,98,100,9.44,light rain
625,Wladyslawowo,54.7909,18.4009,67.93,72,2,9.66,clear sky
626,Nordfjordeid,61.9063,5.9915,58.21,88,100,11.5,overcast clouds
627,Carson City,39.1638,-119.7674,94.03,13,0,15.01,clear sky
628,Manica,49.0,-1.1667,59.77,94,80,3.62,broken clouds
629,Serenje,-13.2325,30.2352,52.72,72,7,6.24,clear sky
630,Bolshaya Sosnova,57.6713,54.6029,54.75,90,8,4.05,clear sky
631,Leshukonskoye,64.8989,45.7622,62.65,73,11,3.51,few clouds
632,Sungaipenuh,-2.0833,101.3833,73.9,67,97,0.29,overcast clouds
633,Inirida,3.8653,-67.9239,72.1,97,83,2.06,broken clouds
634,Greenwood,34.1668,-82.1165,82.56,78,20,9.22,few clouds
635,Coihueco,-36.6167,-71.8333,45.34,93,0,5.75,clear sky
636,High Level,58.5169,-117.136,73.51,49,75,3.44,broken clouds
637,Lakinsk,56.0193,39.9485,51.71,98,69,3.2,broken clouds
638,Beringovskiy,63.05,179.3167,44.22,76,100,12.95,overcast clouds
639,Ximei,24.9639,118.3794,91.67,59,7,4.5,clear sky
640,Bay-Khaak,51.1667,94.5,65.1,41,2,3.85,clear sky
641,Tautira,-17.7333,-149.15,76.39,73,22,9.01,light rain
642,Salinas,36.6777,-121.6555,79.61,72,75,16.11,broken clouds
643,Drammen,59.7439,10.2045,68.13,96,100,1.14,light rain
644,Aksarka,66.5606,67.7975,56.44,60,44,17.22,scattered clouds
645,Leopoldina,-21.5319,-42.6431,67.48,78,85,2.98,overcast clouds
646,Jalu,29.0331,21.5482,72.46,48,0,10.71,clear sky
647,Khandbari,27.3747,87.2039,73.56,91,100,1.07,overcast clouds
648,Daru,-9.0763,143.2092,79.27,83,33,9.53,scattered clouds
649,Tonj,7.2737,28.6822,69.64,95,100,1.66,overcast clouds
650,Poddorye,57.4695,31.1156,59.13,75,1,10.25,clear sky
651,Yanam,16.7333,82.2167,84.51,73,89,5.59,overcast clouds
652,Goundam,16.4145,-3.6708,85.48,57,97,6.8,overcast clouds
653,Xuddur,4.1213,43.8894,67.53,73,14,15.66,few clouds
654,San Luis,-33.295,-66.3356,51.94,47,0,6.73,clear sky
655,Batagay-Alyta,67.8006,130.4114,50.52,64,98,4.68,overcast clouds
656,Half Moon Bay,37.4636,-122.4286,79.54,78,100,24.16,mist
657,Lincoln,40.8,-96.667,89.51,48,0,4.61,clear sky
658,Lebedyn,50.5852,34.4849,51.3,93,3,10.22,clear sky
659,Kanniyakumari,8.0833,77.5667,79.29,79,75,17.34,broken clouds
660,Bani,18.2833,-70.3333,81.86,80,20,10.36,few clouds
661,Parabel,58.6978,81.4825,64.6,66,100,5.46,overcast clouds
662,Nelson Bay,-32.7167,152.15,66.09,58,100,18.01,overcast clouds
663,Comodoro Rivadavia,-45.8667,-67.5,39.06,48,0,26.46,clear sky
664,Nyrob,60.733,56.7202,57.6,99,100,1.7,light rain
665,Yerofey Pavlovich,53.9667,121.9667,71.64,71,90,3.2,overcast clouds
666,Enid,36.3956,-97.8784,96.48,31,75,14.97,broken clouds
667,Marevo,57.3146,32.0804,59.23,77,78,9.53,broken clouds
668,Lubango,-14.9172,13.4925,54.54,39,0,5.48,clear sky
669,Cacahuatepec,16.8861,-99.6106,83.77,90,100,2.06,overcast clouds
670,Price,39.5994,-110.8107,92.46,16,0,12.66,clear sky
671,Amazar,53.858,120.875,76.6,63,59,2.28,broken clouds
672,Sauda,59.6506,6.3542,58.68,90,100,3.6,light rain
673,Do Gonbadan,30.3586,50.7981,82.49,44,0,0.0,clear sky
674,Lodwar,3.1191,35.5973,74.68,58,99,12.86,overcast clouds
675,Sao Paulo De Olivenca,-3.3783,-68.8725,72.68,98,99,1.79,overcast clouds
676,Hobyo,5.3505,48.5268,74.7,81,41,21.56,scattered clouds
677,Akureyri,65.6835,-18.0878,48.13,87,100,2.3,overcast clouds
678,Marrakesh,31.6315,-8.0083,89.67,31,40,4.61,scattered clouds
679,Cabra,37.4725,-4.4421,75.4,41,0,5.75,clear sky
680,Lahij,13.1667,44.5833,79.88,57,100,3.2,overcast clouds
681,Luena,-11.7833,19.9167,50.94,56,1,5.44,clear sky
